WlsPositionXEcefMeters,WlsPositionYEcefMeters,WlsPositionZEcefMeters,utcTimeMillis
-2687414.2784496155,-4309443.145380881,3845480.245999476,1628109625449
-2687414.2784496155,-4309443.145380881,3845480.245999476,1628109625449
-2687414.2784496155,-4309443.145380881,3845480.245999476,1628109625449
-2687414.2784496155,-4309443.145380881,3845480.245999476,1628109625449
-2687414.2784496155,-4309443.145380881,3845480.245999476,1628109625449
-2687414.2784496155,-4309443.145380881,3845480.245999476,1628109625449
-2687414.2784496155,-4309443.145380881,3845480.245999476,1628109625449
-2687414.2784496155,-4309443.145380881,3845480.245999476,1628109625449
-2687414.2784496155,-4309443.145380881,3845480.245999476,1628109625449
-2687414.2784496155,-4309443.145380881,3845480.245999476,1628109625449
-2687414.2784496155,-4309443.145380881,3845480.245999476,1628109625449
-2687414.2784496155,-4309443.145380881,3845480.245999476,1628109625449
-2687414.2784496155,-4309443.145380881,3845480.245999476,1628109625449
-2687414.2784496155,-4309443.145380881,3845480.245999476,1628109625449
-2687414.2784496155,-4309443.145380881,3845480.245999476,1628109625449
-2687414.2784496155,-4309443.145380881,3845480.245999476,1628109625449
-2687414.2784496155,-4309443.145380881,3845480.245999476,1628109625449
-2687414.2784496155,-4309443.145380881,3845480.245999476,1628109625449
-2687414.2784496155,-4309443.145380881,3845480.245999476,1628109625449
-2687414.2784496155,-4309443.145380881,3845480.245999476,1628109625449
-2687414.2784496155,-4309443.145380881,3845480.245999476,1628109625449
-2687414.2784496155,-4309443.145380881,3845480.245999476,1628109625449
-2687414.2784496155,-4309443.145380881,3845480.245999476,1628109625449
-2687426.72267288,-4309445.115784484,3845481.401804829,1628109626449
-2687426.72267288,-4309445.115784484,3845481.401804829,1628109626449
-2687426.72267288,-4309445.115784484,3845481.401804829,1628109626449
-2687426.72267288,-4309445.115784484,3845481.401804829,1628109626449
-2687426.72267288,-4309445.115784484,3845481.401804829,1628109626449
-2687426.72267288,-4309445.115784484,3845481.401804829,1628109626449
-2687426.72267288,-4309445.115784484,3845481.401804829,1628109626449
-2687426.72267288,-4309445.115784484,3845481.401804829,1628109626449
-2687426.72267288,-4309445.115784484,3845481.401804829,1628109626449
-2687426.72267288,-4309445.115784484,3845481.401804829,1628109626449
-2687426.72267288,-4309445.115784484,3845481.401804829,1628109626449
-2687426.72267288,-4309445.115784484,3845481.401804829,1628109626449
-2687426.72267288,-4309445.115784484,3845481.401804829,1628109626449
-2687426.72267288,-4309445.115784484,3845481.401804829,1628109626449
-2687426.72267288,-4309445.115784484,3845481.401804829,1628109626449
-2687426.72267288,-4309445.115784484,3845481.401804829,1628109626449
-2687426.72267288,-4309445.115784484,3845481.401804829,1628109626449
-2687426.72267288,-4309445.115784484,3845481.401804829,1628109626449
-2687426.72267288,-4309445.115784484,3845481.401804829,1628109626449
-2687426.72267288,-4309445.115784484,3845481.401804829,1628109626449
-2687426.72267288,-4309445.115784484,3845481.401804829,1628109626449
-2687426.72267288,-4309445.115784484,3845481.401804829,1628109626449
-2687426.72267288,-4309445.115784484,3845481.401804829,1628109626449
-2687426.72267288,-4309445.115784484,3845481.401804829,1628109626449
-2687426.72267288,-4309445.115784484,3845481.401804829,1628109626449
-2687426.72267288,-4309445.115784484,3845481.401804829,1628109626449
-2687420.4204685483,-4309445.2195467055,3845480.966451759,1628109627449
-2687420.4204685483,-4309445.2195467055,3845480.966451759,1628109627449
-2687420.4204685483,-4309445.2195467055,3845480.966451759,1628109627449
-2687420.4204685483,-4309445.2195467055,3845480.966451759,1628109627449
-2687420.4204685483,-4309445.2195467055,3845480.966451759,1628109627449
-2687420.4204685483,-4309445.2195467055,3845480.966451759,1628109627449
-2687420.4204685483,-4309445.2195467055,3845480.966451759,1628109627449
-2687420.4204685483,-4309445.2195467055,3845480.966451759,1628109627449
-2687420.4204685483,-4309445.2195467055,3845480.966451759,1628109627449
-2687420.4204685483,-4309445.2195467055,3845480.966451759,1628109627449
-2687420.4204685483,-4309445.2195467055,3845480.966451759,1628109627449
-2687420.4204685483,-4309445.2195467055,3845480.966451759,1628109627449
-2687420.4204685483,-4309445.2195467055,3845480.966451759,1628109627449
-2687420.4204685483,-4309445.2195467055,3845480.966451759,1628109627449
-2687420.4204685483,-4309445.2195467055,3845480.966451759,1628109627449
-2687420.4204685483,-4309445.2195467055,3845480.966451759,1628109627449
-2687420.4204685483,-4309445.2195467055,3845480.966451759,1628109627449
-2687420.4204685483,-4309445.2195467055,3845480.966451759,1628109627449
-2687420.4204685483,-4309445.2195467055,3845480.966451759,1628109627449
-2687420.4204685483,-4309445.2195467055,3845480.966451759,1628109627449
-2687420.4204685483,-4309445.2195467055,3845480.966451759,1628109627449
-2687420.4204685483,-4309445.2195467055,3845480.966451759,1628109627449
-2687420.4204685483,-4309445.2195467055,3845480.966451759,1628109627449
-2687420.4204685483,-4309445.2195467055,3845480.966451759,1628109627449
-2687420.4204685483,-4309445.2195467055,3845480.966451759,1628109627449
-2687420.4204685483,-4309445.2195467055,3845480.966451759,1628109627449
-2687420.4204685483,-4309445.2195467055,3845480.966451759,1628109627449
-2687420.4204685483,-4309445.2195467055,3845480.966451759,1628109627449
-2687420.4204685483,-4309445.2195467055,3845480.966451759,1628109627449
-2687420.4204685483,-4309445.2195467055,3845480.966451759,1628109627449
-2687416.9566302006,-4309442.603857656,3845479.857356124,1628109628449
-2687416.9566302006,-4309442.603857656,3845479.857356124,1628109628449
-2687416.9566302006,-4309442.603857656,3845479.857356124,1628109628449
-2687416.9566302006,-4309442.603857656,3845479.857356124,1628109628449
-2687416.9566302006,-4309442.603857656,3845479.857356124,1628109628449
-2687416.9566302006,-4309442.603857656,3845479.857356124,1628109628449
-2687416.9566302006,-4309442.603857656,3845479.857356124,1628109628449
-2687416.9566302006,-4309442.603857656,3845479.857356124,1628109628449
-2687416.9566302006,-4309442.603857656,3845479.857356124,1628109628449
-2687416.9566302006,-4309442.603857656,3845479.857356124,1628109628449
-2687416.9566302006,-4309442.603857656,3845479.857356124,1628109628449
-2687416.9566302006,-4309442.603857656,3845479.857356124,1628109628449
-2687416.9566302006,-4309442.603857656,3845479.857356124,1628109628449
-2687416.9566302006,-4309442.603857656,3845479.857356124,1628109628449
-2687416.9566302006,-4309442.603857656,3845479.857356124,1628109628449
-2687416.9566302006,-4309442.603857656,3845479.857356124,1628109628449
-2687416.9566302006,-4309442.603857656,3845479.857356124,1628109628449
-2687416.9566302006,-4309442.603857656,3845479.857356124,1628109628449
-2687416.9566302006,-4309442.603857656,3845479.857356124,1628109628449
-2687416.9566302006,-4309442.603857656,3845479.857356124,1628109628449
-2687416.9566302006,-4309442.603857656,3845479.857356124,1628109628449
-2687416.9566302006,-4309442.603857656,3845479.857356124,1628109628449
-2687416.9566302006,-4309442.603857656,3845479.857356124,1628109628449
-2687416.9566302006,-4309442.603857656,3845479.857356124,1628109628449
-2687416.9566302006,-4309442.603857656,3845479.857356124,1628109628449
-2687416.9566302006,-4309442.603857656,3845479.857356124,1628109628449
-2687416.9566302006,-4309442.603857656,3845479.857356124,1628109628449
-2687419.335940012,-4309453.495939316,3845482.414125281,1628109629449
-2687419.335940012,-4309453.495939316,3845482.414125281,1628109629449
-2687419.335940012,-4309453.495939316,3845482.414125281,1628109629449
-2687419.335940012,-4309453.495939316,3845482.414125281,1628109629449
-2687419.335940012,-4309453.495939316,3845482.414125281,1628109629449
-2687419.335940012,-4309453.495939316,3845482.414125281,1628109629449
-2687419.335940012,-4309453.495939316,3845482.414125281,1628109629449
-2687419.335940012,-4309453.495939316,3845482.414125281,1628109629449
-2687419.335940012,-4309453.495939316,3845482.414125281,1628109629449
-2687419.335940012,-4309453.495939316,3845482.414125281,1628109629449
-2687419.335940012,-4309453.495939316,3845482.414125281,1628109629449
-2687419.335940012,-4309453.495939316,3845482.414125281,1628109629449
-2687419.335940012,-4309453.495939316,3845482.414125281,1628109629449
-2687419.335940012,-4309453.495939316,3845482.414125281,1628109629449
-2687419.335940012,-4309453.495939316,3845482.414125281,1628109629449
-2687419.335940012,-4309453.495939316,3845482.414125281,1628109629449
-2687419.335940012,-4309453.495939316,3845482.414125281,1628109629449
-2687419.335940012,-4309453.495939316,3845482.414125281,1628109629449
-2687419.335940012,-4309453.495939316,3845482.414125281,1628109629449
-2687419.335940012,-4309453.495939316,3845482.414125281,1628109629449
-2687419.335940012,-4309453.495939316,3845482.414125281,1628109629449
-2687419.335940012,-4309453.495939316,3845482.414125281,1628109629449
-2687419.335940012,-4309453.495939316,3845482.414125281,1628109629449
-2687419.335940012,-4309453.495939316,3845482.414125281,1628109629449
-2687419.335940012,-4309453.495939316,3845482.414125281,1628109629449
-2687419.335940012,-4309453.495939316,3845482.414125281,1628109629449
-2687419.335940012,-4309453.495939316,3845482.414125281,1628109629449
-2687424.8392808978,-4309489.414784872,3845497.5494224,1628109630449
-2687424.8392808978,-4309489.414784872,3845497.5494224,1628109630449
-2687424.8392808978,-4309489.414784872,3845497.5494224,1628109630449
-2687424.8392808978,-4309489.414784872,3845497.5494224,1628109630449
-2687424.8392808978,-4309489.414784872,3845497.5494224,1628109630449
-2687424.8392808978,-4309489.414784872,3845497.5494224,1628109630449
-2687424.8392808978,-4309489.414784872,3845497.5494224,1628109630449
-2687424.8392808978,-4309489.414784872,3845497.5494224,1628109630449
-2687424.8392808978,-4309489.414784872,3845497.5494224,1628109630449
-2687424.8392808978,-4309489.414784872,3845497.5494224,1628109630449
-2687424.8392808978,-4309489.414784872,3845497.5494224,1628109630449
-2687424.8392808978,-4309489.414784872,3845497.5494224,1628109630449
-2687424.8392808978,-4309489.414784872,3845497.5494224,1628109630449
-2687424.8392808978,-4309489.414784872,3845497.5494224,1628109630449
-2687424.8392808978,-4309489.414784872,3845497.5494224,1628109630449
-2687424.8392808978,-4309489.414784872,3845497.5494224,1628109630449
-2687424.8392808978,-4309489.414784872,3845497.5494224,1628109630449
-2687424.8392808978,-4309489.414784872,3845497.5494224,1628109630449
-2687424.8392808978,-4309489.414784872,3845497.5494224,1628109630449
-2687424.8392808978,-4309489.414784872,3845497.5494224,1628109630449
-2687424.8392808978,-4309489.414784872,3845497.5494224,1628109630449
-2687424.8392808978,-4309489.414784872,3845497.5494224,1628109630449
-2687424.8392808978,-4309489.414784872,3845497.5494224,1628109630449
-2687424.8392808978,-4309489.414784872,3845497.5494224,1628109630449
-2687424.8392808978,-4309489.414784872,3845497.5494224,1628109630449
-2687424.8392808978,-4309489.414784872,3845497.5494224,1628109630449
-2687424.8392808978,-4309489.414784872,3845497.5494224,1628109630449
-2687415.336025261,-4309447.828404521,3845480.323379624,1628109631449
-2687415.336025261,-4309447.828404521,3845480.323379624,1628109631449
-2687415.336025261,-4309447.828404521,3845480.323379624,1628109631449
-2687415.336025261,-4309447.828404521,3845480.323379624,1628109631449
-2687415.336025261,-4309447.828404521,3845480.323379624,1628109631449
-2687415.336025261,-4309447.828404521,3845480.323379624,1628109631449
-2687415.336025261,-4309447.828404521,3845480.323379624,1628109631449
-2687415.336025261,-4309447.828404521,3845480.323379624,1628109631449
-2687415.336025261,-4309447.828404521,3845480.323379624,1628109631449
-2687415.336025261,-4309447.828404521,3845480.323379624,1628109631449
-2687415.336025261,-4309447.828404521,3845480.323379624,1628109631449
-2687415.336025261,-4309447.828404521,3845480.323379624,1628109631449
-2687415.336025261,-4309447.828404521,3845480.323379624,1628109631449
-2687415.336025261,-4309447.828404521,3845480.323379624,1628109631449
-2687415.336025261,-4309447.828404521,3845480.323379624,1628109631449
-2687415.336025261,-4309447.828404521,3845480.323379624,1628109631449
-2687415.336025261,-4309447.828404521,3845480.323379624,1628109631449
-2687415.336025261,-4309447.828404521,3845480.323379624,1628109631449
-2687415.336025261,-4309447.828404521,3845480.323379624,1628109631449
-2687415.336025261,-4309447.828404521,3845480.323379624,1628109631449
-2687415.336025261,-4309447.828404521,3845480.323379624,1628109631449
-2687415.336025261,-4309447.828404521,3845480.323379624,1628109631449
-2687415.336025261,-4309447.828404521,3845480.323379624,1628109631449
-2687415.336025261,-4309447.828404521,3845480.323379624,1628109631449
-2687415.336025261,-4309447.828404521,3845480.323379624,1628109631449
-2687415.336025261,-4309447.828404521,3845480.323379624,1628109631449
-2687415.336025261,-4309447.828404521,3845480.323379624,1628109631449
-2687415.336025261,-4309447.828404521,3845480.323379624,1628109631449
-2687415.336025261,-4309447.828404521,3845480.323379624,1628109631449
-2687415.336025261,-4309447.828404521,3845480.323379624,1628109631449
-2687426.644959839,-4309465.861285938,3845487.099219573,1628109632449
-2687426.644959839,-4309465.861285938,3845487.099219573,1628109632449
-2687426.644959839,-4309465.861285938,3845487.099219573,1628109632449
-2687426.644959839,-4309465.861285938,3845487.099219573,1628109632449
-2687426.644959839,-4309465.861285938,3845487.099219573,1628109632449
-2687426.644959839,-4309465.861285938,3845487.099219573,1628109632449
-2687426.644959839,-4309465.861285938,3845487.099219573,1628109632449
-2687426.644959839,-4309465.861285938,3845487.099219573,1628109632449
-2687426.644959839,-4309465.861285938,3845487.099219573,1628109632449
-2687426.644959839,-4309465.861285938,3845487.099219573,1628109632449
-2687426.644959839,-4309465.861285938,3845487.099219573,1628109632449
-2687426.644959839,-4309465.861285938,3845487.099219573,1628109632449
-2687426.644959839,-4309465.861285938,3845487.099219573,1628109632449
-2687426.644959839,-4309465.861285938,3845487.099219573,1628109632449
-2687426.644959839,-4309465.861285938,3845487.099219573,1628109632449
-2687426.644959839,-4309465.861285938,3845487.099219573,1628109632449
-2687426.644959839,-4309465.861285938,3845487.099219573,1628109632449
-2687426.644959839,-4309465.861285938,3845487.099219573,1628109632449
-2687426.644959839,-4309465.861285938,3845487.099219573,1628109632449
-2687426.644959839,-4309465.861285938,3845487.099219573,1628109632449
-2687426.644959839,-4309465.861285938,3845487.099219573,1628109632449
-2687426.644959839,-4309465.861285938,3845487.099219573,1628109632449
-2687426.644959839,-4309465.861285938,3845487.099219573,1628109632449
-2687426.644959839,-4309465.861285938,3845487.099219573,1628109632449
-2687426.644959839,-4309465.861285938,3845487.099219573,1628109632449
-2687426.644959839,-4309465.861285938,3845487.099219573,1628109632449
-2687426.644959839,-4309465.861285938,3845487.099219573,1628109632449
-2687426.644959839,-4309465.861285938,3845487.099219573,1628109632449
-2687441.933302037,-4309519.398821391,3845493.692187885,1628109633449
-2687441.933302037,-4309519.398821391,3845493.692187885,1628109633449
-2687441.933302037,-4309519.398821391,3845493.692187885,1628109633449
-2687441.933302037,-4309519.398821391,3845493.692187885,1628109633449
-2687441.933302037,-4309519.398821391,3845493.692187885,1628109633449
-2687441.933302037,-4309519.398821391,3845493.692187885,1628109633449
-2687441.933302037,-4309519.398821391,3845493.692187885,1628109633449
-2687441.933302037,-4309519.398821391,3845493.692187885,1628109633449
-2687441.933302037,-4309519.398821391,3845493.692187885,1628109633449
-2687441.933302037,-4309519.398821391,3845493.692187885,1628109633449
-2687441.933302037,-4309519.398821391,3845493.692187885,1628109633449
-2687441.933302037,-4309519.398821391,3845493.692187885,1628109633449
-2687441.933302037,-4309519.398821391,3845493.692187885,1628109633449
-2687441.933302037,-4309519.398821391,3845493.692187885,1628109633449
-2687441.933302037,-4309519.398821391,3845493.692187885,1628109633449
-2687441.933302037,-4309519.398821391,3845493.692187885,1628109633449
-2687441.933302037,-4309519.398821391,3845493.692187885,1628109633449
-2687441.933302037,-4309519.398821391,3845493.692187885,1628109633449
-2687441.933302037,-4309519.398821391,3845493.692187885,1628109633449
-2687441.933302037,-4309519.398821391,3845493.692187885,1628109633449
-2687441.933302037,-4309519.398821391,3845493.692187885,1628109633449
-2687441.933302037,-4309519.398821391,3845493.692187885,1628109633449
-2687441.933302037,-4309519.398821391,3845493.692187885,1628109633449
-2687441.933302037,-4309519.398821391,3845493.692187885,1628109633449
-2687441.933302037,-4309519.398821391,3845493.692187885,1628109633449
-2687441.933302037,-4309519.398821391,3845493.692187885,1628109633449
-2687441.933302037,-4309519.398821391,3845493.692187885,1628109633449
-2687441.933302037,-4309519.398821391,3845493.692187885,1628109633449
-2687423.546731387,-4309450.706228698,3845482.517942279,1628109634449
-2687423.546731387,-4309450.706228698,3845482.517942279,1628109634449
-2687423.546731387,-4309450.706228698,3845482.517942279,1628109634449
-2687423.546731387,-4309450.706228698,3845482.517942279,1628109634449
-2687423.546731387,-4309450.706228698,3845482.517942279,1628109634449
-2687423.546731387,-4309450.706228698,3845482.517942279,1628109634449
-2687423.546731387,-4309450.706228698,3845482.517942279,1628109634449
-2687423.546731387,-4309450.706228698,3845482.517942279,1628109634449
-2687423.546731387,-4309450.706228698,3845482.517942279,1628109634449
-2687423.546731387,-4309450.706228698,3845482.517942279,1628109634449
-2687423.546731387,-4309450.706228698,3845482.517942279,1628109634449
-2687423.546731387,-4309450.706228698,3845482.517942279,1628109634449
-2687423.546731387,-4309450.706228698,3845482.517942279,1628109634449
-2687423.546731387,-4309450.706228698,3845482.517942279,1628109634449
-2687423.546731387,-4309450.706228698,3845482.517942279,1628109634449
-2687423.546731387,-4309450.706228698,3845482.517942279,1628109634449
-2687423.546731387,-4309450.706228698,3845482.517942279,1628109634449
-2687423.546731387,-4309450.706228698,3845482.517942279,1628109634449
-2687423.546731387,-4309450.706228698,3845482.517942279,1628109634449
-2687423.546731387,-4309450.706228698,3845482.517942279,1628109634449
-2687423.546731387,-4309450.706228698,3845482.517942279,1628109634449
-2687423.546731387,-4309450.706228698,3845482.517942279,1628109634449
-2687423.546731387,-4309450.706228698,3845482.517942279,1628109634449
-2687423.546731387,-4309450.706228698,3845482.517942279,1628109634449
-2687423.546731387,-4309450.706228698,3845482.517942279,1628109634449
-2687423.546731387,-4309450.706228698,3845482.517942279,1628109634449
-2687423.546731387,-4309450.706228698,3845482.517942279,1628109634449
-2687423.546731387,-4309450.706228698,3845482.517942279,1628109634449
-2687423.546731387,-4309450.706228698,3845482.517942279,1628109634449
-2687423.546731387,-4309450.706228698,3845482.517942279,1628109634449
-2687424.972851501,-4309454.858014169,3845486.227094744,1628109635449
-2687424.972851501,-4309454.858014169,3845486.227094744,1628109635449
-2687424.972851501,-4309454.858014169,3845486.227094744,1628109635449
-2687424.972851501,-4309454.858014169,3845486.227094744,1628109635449
-2687424.972851501,-4309454.858014169,3845486.227094744,1628109635449
-2687424.972851501,-4309454.858014169,3845486.227094744,1628109635449
-2687424.972851501,-4309454.858014169,3845486.227094744,1628109635449
-2687424.972851501,-4309454.858014169,3845486.227094744,1628109635449
-2687424.972851501,-4309454.858014169,3845486.227094744,1628109635449
-2687424.972851501,-4309454.858014169,3845486.227094744,1628109635449
-2687424.972851501,-4309454.858014169,3845486.227094744,1628109635449
-2687424.972851501,-4309454.858014169,3845486.227094744,1628109635449
-2687424.972851501,-4309454.858014169,3845486.227094744,1628109635449
-2687424.972851501,-4309454.858014169,3845486.227094744,1628109635449
-2687424.972851501,-4309454.858014169,3845486.227094744,1628109635449
-2687424.972851501,-4309454.858014169,3845486.227094744,1628109635449
-2687424.972851501,-4309454.858014169,3845486.227094744,1628109635449
-2687424.972851501,-4309454.858014169,3845486.227094744,1628109635449
-2687424.972851501,-4309454.858014169,3845486.227094744,1628109635449
-2687424.972851501,-4309454.858014169,3845486.227094744,1628109635449
-2687424.972851501,-4309454.858014169,3845486.227094744,1628109635449
-2687424.972851501,-4309454.858014169,3845486.227094744,1628109635449
-2687424.972851501,-4309454.858014169,3845486.227094744,1628109635449
-2687424.972851501,-4309454.858014169,3845486.227094744,1628109635449
-2687424.972851501,-4309454.858014169,3845486.227094744,1628109635449
-2687424.972851501,-4309454.858014169,3845486.227094744,1628109635449
-2687424.972851501,-4309454.858014169,3845486.227094744,1628109635449
-2687424.972851501,-4309454.858014169,3845486.227094744,1628109635449
-2687424.972851501,-4309454.858014169,3845486.227094744,1628109635449
-2687419.370352263,-4309438.622382523,3845483.034744972,1628109636449
-2687419.370352263,-4309438.622382523,3845483.034744972,1628109636449
-2687419.370352263,-4309438.622382523,3845483.034744972,1628109636449
-2687419.370352263,-4309438.622382523,3845483.034744972,1628109636449
-2687419.370352263,-4309438.622382523,3845483.034744972,1628109636449
-2687419.370352263,-4309438.622382523,3845483.034744972,1628109636449
-2687419.370352263,-4309438.622382523,3845483.034744972,1628109636449
-2687419.370352263,-4309438.622382523,3845483.034744972,1628109636449
-2687419.370352263,-4309438.622382523,3845483.034744972,1628109636449
-2687419.370352263,-4309438.622382523,3845483.034744972,1628109636449
-2687419.370352263,-4309438.622382523,3845483.034744972,1628109636449
